id,highlights,masked_highlights
312130,Spontaneous aortoduodenal fistula: successful treatment by extra-anatomic vascular bypass.,<mask> <mask> fistula: <mask> treatment by extra-anatomic vascular bypass.
31216081,Changes in Bone Marrow Adipose Tissue One Year After Roux-en-Y Gastric Bypass: A Prospective Cohort Study.,Changes <mask> Bone Marrow <mask>dipose Tissue One <mask> After Roux-en-Y Gastric Bypass: A <mask> Cohort Study.
31218806,Acute esophageal necrosis after cellulitis in an obese patient with diabetes mellitus.,Acute <mask> necrosis after <mask> in <mask> obese patient with diabetes mellitus.
31219161,Comparison of enteral nutrition with total parenteral nutrition for patients with locally advanced unresectable esophageal cancer harboring dysphagia in definitive chemoradiotherapy.,Comparison of <mask> nutrition with total <mask> nutrition for patients with locally advanced <mask> <mask> cancer harboring dysphagia in <mask> chemoradiotherapy.
31219753,Impaired Autonomic Nervous System-Microbiome Circuit in Hypertension.,<mask> Autonomic Nervous System-Microbiome <mask> in Hypertension.
31219972,Metastatic Mixed Adenoneuroendocrine Carcinoma of the Colon with Response to Immunotherapy with Pembrolizumab: A Case Report.,Metastatic Mixed <mask> <mask> of <mask> Colon with <mask> to Immunotherapy with Pembrolizumab: A Case Report.
31222496,Reinforced POSE: the 18-Plication Solution.,<mask> POSE: <mask> 18-Plication Solution.
31223371,A disconcerting false gastric diverticulum mimicking malignancy.,<mask> disconcerting false gastric diverticulum <mask> malignancy.
31227918,Consensus Perioperative Management Best Practices for Patients on Transdermal Fentanyl Patches Undergoing Surgery.,<mask> <mask> Management Best Practices <mask> Patients <mask> Transdermal Fentanyl Patches Undergoing Surgery.
3122796,"Enteropathic AIDS in Uganda. An endoscopic, histological and microbiological study.","<mask> AIDS in Ug<mask>a. <mask> endoscopic, histological and microbiological study."
31228432,Endoscopic sleeve gastroplasty in the management of overweight and obesity: an international multicenter study.,Endoscopic <mask> gastroplasty in <mask> <mask> of overweight <mask>d obesity: an international multicenter study.
31228945,Clinicopathological characteristics and molecular abnormalities of primary grade 2 neuroendocrine tumors of the cervix.,Clinicopathological <mask> <mask> molecular abnormalities of <mask> grade 2 neuroendocrine tumors of <mask> cervix.
31230201,Endoscopic Gastric Plication for Morbid Obesity: a Systematic Review and Meta-analysis of Published Data over Time.,Endoscopic G<mask>stric Plication for Morbid <mask> a <mask> Review and Meta-analysis <mask> Published Data over Time.
31232513,The influence of bariatric surgery on oral drug bioavailability in patients with obesity: A systematic review.,The <mask>fluence of <mask> surgery on <mask> drug bioavailability in <mask> with obesity: A systematic review.
31232946,Pathological complete response from oral chemotherapy combined with trans-arterial chemotherapy and embolization in an unresectable gastric cancer patient: A case report.,Pathological complete response from <mask> <mask> combined with tr<mask>s-arterial <mask> and embolization in an unresectable gastric <mask> patient: <mask> <mask> report.
31233114,OMT for the Prevention and Management of Chronic Constipation and Distal Intestinal Obstructive Syndrome in Cystic Fibrosis: A Pilot Study.,<mask> for the Prevention <mask> Management of Chronic Constipation <mask> Distal Intest<mask>al Obstructive <mask> in Cystic Fibrosis: A Pilot Study.
31236708,Hypertension as a Metabolic Disorder and the Novel Role of the Gut.,Hypertension <mask>s a Metabolic <mask> and the Novel Role of the Gut.
31239747,Eosinophilic gastroenteritis: diagnosis and clinical perspectives.,Eosinophilic <mask> <mask> and clinical perspectives.
31239896,Addison Disease: The First Presentation of the Condition May be at Autopsy.,Addison <mask> The <mask> Present<mask>ion of the Condition May be at Autopsy.
31240750,Achieving Protein Targets in the ICU Using a Specialized High-Protein Enteral Formula: A Quality Improvement Project.,<mask>chieving Protein Targets in the ICU Using a <mask> High-Protein Enteral Formula: A <mask> <mask> Project.
31240835,"Correlation of diet, microbiota and metabolite networks in inflammatory bowel disease.","Correlation <mask> diet, <mask> and metabolite networks in inflammatory <mask> disease."
3124279,Whole-body protein kinetics in patients with early and advanced gastrointestinal cancer: the response to glucose infusion and total parenteral nutrition.,<mask> prote<mask> <mask> in patients with early and advanced gastrointestinal cancer: <mask> response to glucose infusion and total <mask> nutrition.
312463,The visible vessel as an indicator of uncontrolled or recurrent gastrointestinal hemorrhage.,The visible vessel as an <mask> <mask> uncontrolled or <mask> gastrointestinal hemorrhage.
31248400,Arteriovenous malformations within jejunal diverticulosis: case report and literature review.,Arteriovenous <mask> within jejunal diverticulosis: case <mask> and <mask> review.
31250243,Update of Guidelines for laparoscopic treatment of ventral and incisional abdominal wall hernias (International Endohernia Society (IEHS))-Part A.,Update of Guidelines <mask> laparoscopic <mask> of ventral and incisional <mask> <mask> <mask> (International Endohernia Society (IEHS))-Part A.
31252443,Severe Upper Gastrointestinal Bleeding due to Ulcerative Eosinophilic Gastritis in a 79-Year-Old Man.,Severe <m<mask>sk> Gastrointestinal Bleeding due to Ulcerative Eosinophilic <mask> in a <mask> Man.
31254210,The Effect of the Intra-gastric Balloon on Gastric Emptying and the DeMeester Score.,<mask> Effect <mask> the Intra-gastric <mask> on Gastric Emptying and the <mask> Score.
31254212,Safety and Efficacy of Endoscopically Secured Fully Covered Self-Expandable Metallic Stents (FCSEMS) for Post-Bariatric Complex Stenosis.,Safety and Efficacy of Endoscopically Secured <mask> Covered Self-Expandable Metallic <mask> <mask> for Post-Bariatric <mask> Stenosis.
31254214,Assessment of Changes in Body Composition During the First Postoperative Year After Bariatric Surgery.,Assessment of Changes in <mask> Composition During the <mask> Postoperative <mask> <mask> Bariatric Surgery.
31255412,Dysplasia in gastrointestinal mucosa: Interobserver variability and value of histological examination in the diagnosis of these lesions.,Dysplasia in gastrointestinal <mask> Interobserver <mask> and <mask> <mask> histological examination in the diagnosis <mask> <mask> lesions.
31256050,Pustules on the back possibly triggering toxic-shock syndrome.,<mask> on <mask> back possibly triggering toxic-shock syndrome.
31258528,Fecal Microbial Transplantation and Its Potential Application in Cardiometabolic Syndrome.,Fecal <mask> Transplantation and Its <mask> <mask> in Cardiometabolic Syndrome.
31262649,Recent trends of bariatric surgery in adolescent population in the state of New York.,Recent trends <mask> bariatric surgery in <mask> population in <mask> state <mask> New York.
31263848,Ghrelin-producing cells distribution in the stomach and the relation with Helicobacter pylori in obese patients.,Ghrel<mask>-produc<mask>g <mask> distribution in the <mask> and the relation with <mask> pylori in obese patients.
31264000,Gastric ectopic pyloric opening: an unusual case.,<mask> ectopic pyloric <mask> an unusual case.
31264131,Association between intraoperative nociception and postoperative complications in patients undergoing laparoscopic gastrointestinal surgery.,Association between <mask> nociception <mask> <mask> <mask> in patients undergoing laparoscopic gastrointestinal surgery.
31265324,"Akkermansia muciniphila abundance is lower in severe obesity, but its increased level after bariatric surgery is not associated with metabolic health improvement.","<mask> <mask> abundance is lower in severe obesity, <mask> its <mask> level after bariatric <mask> is not associated with <mask> health improvement."
31267474,"The Effect of Age, Gender, and Baseline BMI on Weight Loss Outcomes in Obese Patients Undergoing Intragastric Balloon Therapy.","The <mask> of Age, Gender, and Basel<mask>e BMI <mask> <mask> <mask> Outcomes in Obese Patients Undergoing Intragastric Balloon Therapy."
31271554,Effect of supplementation with omega-3 fatty acids on hypertriglyceridemia in pediatric patients with obesity.,<mask> of supplementation with omega-3 fatty acids on <mask> <mask> pediatric <mask> with obesity.
31279668,Histopathological expression of Yes-associated protein in neonatal cholestasis.,Histopathological expression of <mask> prote<mask> in neonatal cholestasis.
31281706,Simultaneous Presentation of a Right Littre's Hernia and a Left Amyand's Hernia in a School-Aged Patient.,<m<m<m<mask>sk>sk>sk> Presentation of a Right Littre's Hernia and a Left <mask> Hernia in a School-Aged Patient.
3128396,Reduction of methotrexate toxicity with improved nutritional status in tumor-bearing animals.,Reduction of <mask> toxicity with improved <mask> status in <mask> animals.
31290106,Roux Limb Motility in Gastric Bypass Patients with Chronic Abdominal Pain-Is There an Association to Prescribed Opioids?,<mask> Limb Motility <mask> <mask> Bypass Patients <mask> Chronic Abdominal Pain-Is There an <mask> to Prescribed Opioids?
31290111,Indocyanine Green Fluorescent Angiography During Laparoscopic Sleeve Gastrectomy: Preliminary Results.,Indocyanine Green Fluorescent Angiography During Laparoscopic <mask> <mask> <mask> Results.
31292615,Obesity and risk of infections: results from men and women in the Swedish National March Cohort.,Obesity <mask> <mask> of <mask>fections: results from men <mask> women in the <mask> National March Cohort.
31292885,Reduction in Thyroid-Stimulating Hormone Correlated with Improved Inflammation Markers in Chinese Patients with Morbid Obesity Undergoing Laparoscopic Sleeve Gastrectomy.,Reduction in Thyroid-Stimulating Hormone Correlated <mask> Improved Inflammation Markers in Chinese Patients <mask> Morbid <mask> <mask> Laparoscopic <mask> Gastrectomy.
31294797,The Influence of Obesity on Treatment and Outcome of Severely Burned Patients.,The Influence of <mask> <mask> Treatment and Outcome of Severely <mask> Patients.
31298466,Effect of Synbiotic Supplementation in a Very-Low-Calorie Ketogenic Diet on Weight Loss Achievement and Gut Microbiota: A Randomized Controlled Pilot Study.,Effect <mask> Synbiotic <mask> in a <mask> Ketogenic Diet <mask> Weight Loss <mask> and Gut Microbiota: <mask> Randomized Controlled Pilot Study.
31301451,Effects of Fecal Microbiota Transplantation With Oral Capsules in Obese Patients.,Effects <mask> Fecal Microbiota Transplantation With <mask> Capsules <mask> Obese Patients.
31302000,Aspiration therapy for the treatment of obesity: 4-year results of a multicenter randomized controlled trial.,Aspiration therapy <mask> the treatment <mask> obesity: 4-year <mask> <mask> a multicenter randomized controlled trial.
31302957,Practice guideline of peroral endoscopic myotomy of achalasia: Zhongshan experience.,Practice guideline of <mask> <mask> myotomy of achalasia: <mask> experience.
31303942,Intestinal tuberculosis revealed by acute bowel obstruction during paradoxical reaction to antituberculosis treatment in an immunocompetent patient: about a case and literature review.,Intestinal <mask> revealed by <mask> bowel obstruction during paradoxical <mask> to <mask>tituberculosis treatment in an <mask> patient: about a case <mask> literature review.
31309333,"Probiotics for chronic low back pain with type 1 Modic changes: a randomized double-blind, placebo-controlled trial with 1-year follow-up using Lactobacillus Rhamnosis GG.","<mask> for chronic <mask> back pain with type 1 <mask> changes: a randomized double-blind, placebo-controlled <mask> with 1-year follow-up using Lactobacillus <mask> GG."
31314361,The Pediatric Gastrointestinal Tract: What Every Radiologist Needs to Know,<mask> <mask> Gastrointestinal Tract: <mask> Every Radiologist Needs to Know
31318655,Case 268: Bilateral Adrenal Hemorrhage in the Context of Sepsis.,Case 268: <mask> Adrenal Hemorrhage in the <mask> <mask> Sepsis.
31318766,Locally Excised T1 Rectal Cancers: Need for Specialized Surveillance Protocols.,<mask> <mask> T1 Rectal Cancers: Need <mask> Specialized Surveillance Protocols.
